avg_reads	min_reads	max_reads	avg_align_pct	min_align_pct	max_align_pct	avg_junction_pct	min_junction_pct	max_junction_pct	avg_assigned_pct	min_assigned_pct	max_assigned_pct
58900000	44200000	71300000	83.36	81.94	84.34	26.43	NA	NA	NA	NA	NA
