avg_reads	min_reads	max_reads	avg_align_pct	min_align_pct	max_align_pct	avg_junction_pct	min_junction_pct	max_junction_pct	avg_assigned_pct	min_assigned_pct	max_assigned_pct
48852894.0	33646176	68596520	97.59	96.26	98.1	45.57	43.06	47.1	74.78	72.99	75.83
